SchedDepApt,SchedArrApt,SchedArrLocal,FlightNumber,SchedDepLocal,Cancelled,AirlineCode,AircraftType,TailNumber,FlightId
CPH,KEF,2022-06-19 00:15,217,2022-06-18 23:00,0,FI,75W,TFLLL,AY6833CPHKEF2206182100
NKG,CKG,2022-06-19 01:20,6260,2022-06-18 23:00,0,PN,320,B6763,PN6260NKGCKG2206181500
SHJ,SKT,2022-06-19 03:00,552,2022-06-18 23:00,0,G9,321,A6ATF,G9552SHJSKT2206181900
ATL,ECP,2022-06-18 23:05,2534,2022-06-18 23:00,0,DL,B712,N929AT,AM3142ATLECP2206190300
MAD,LIS,2022-06-18 23:25,3118,2022-06-18 23:00,0,IB,32A,ECLUL,AA8633MADLIS2206182100
SCL,JFK,2022-06-19 09:30,532,2022-06-18 23:00,0,LA,B788,CCBBG,DL6053SCLJFK2206190300
EFL,BRS,2022-06-19 00:35,6134,2022-06-18 23:00,0,U2,320,GEZUC,U26134EFLBRS2206182000
GRO,BRS,2022-06-19 00:10,9335,2022-06-18 23:00,0,FR,73H,EIEBD,FR9335GROBRS2206182100
YYC,YEG,2022-06-18 23:49,237,2022-06-18 23:00,0,WS,B738,CFWSE,WS237YYCYEG2206190500
SFO,MIA,2022-06-19 07:43,2421,2022-06-18 23:00,0,AA,B38M,N338ST,AA2421SFOMIA2206190600
BKK,MUC,2022-06-19 05:20,773,2022-06-18 23:00,0,LH,359,DAIXA,LH773BKKMUC2206181600
BOS,LHR,2022-06-19 10:35,24,2022-06-18 23:00,0,UA,B763,N686UA,AC3632BOSLHR2206190300
VVI,MIA,2022-06-19 06:00,766,2022-06-18 23:00,0,OB,B763,CP2881,OB766VVIMIA2206190300
ALC,MAN,2022-06-19 00:55,882,2022-06-18 23:00,0,LS,73H,GDRTC,LS882ALCMAN2206182100
